Crime_ID,Date,Time,Crime_Type,Location,Latitude,Longitude,Day_of_Week,Weather_Condition,Temperature,Offender_Age,Offender_Gender,Victim_Age,Victim_Gender,Crime_Outcome
434,05-02-2023,18:41,Vandalism,Park,36.328356,-100.064583,Sunday,Rainy,31.3,33,Male,21,Female,Arrested
435,20-07-2023,08:23,Assault,Suburb,34.704629,-104.747984,Thursday,Clear,1,44,Male,15,Female,Arrested
436,07-10-2023,11:09,Vandalism,Mall,38.618754,-82.563911,Saturday,Clear,-4.6,34,Female,19,Male,Arrested
437,24-01-2022,00:00,Vandalism,Park,39.359096,-95.645911,Monday,Cloudy,18.3,19,Male,43,Female,Unsolved
438,01-12-2022,08:20,Robbery,Highway,36.448359,-79.008125,Thursday,Foggy,19.9,37,Male,67,Female,Under Investigation
439,18-10-2022,09:49,Burglary,Industrial Zone,38.048528,-108.983013,Tuesday,Cloudy,22.8,57,Male,27,Male,Under Investigation
440,02-01-2023,22:10,Fraud,Downtown,34.544738,-113.337279,Monday,Foggy,23.4,54,Male,47,Female,Under Investigation
441,27-07-2022,04:42,Vandalism,Highway,36.961447,-90.925797,Wednesday,Snowy,6.1,20,Male,40,Male,Under Investigation
442,09-08-2022,05:33,Fraud,Park,37.767952,-84.946206,Tuesday,Clear,-3.4,54,Male,23,Female,Unsolved
443,01-07-2022,14:03,Vandalism,Residential Area,35.157197,-83.784843,Friday,Foggy,17.3,36,Female,57,Male,Unsolved
444,04-07-2022,17:43,Assault,Highway,38.837314,-85.145128,Monday,Foggy,14.7,32,Female,30,Male,Under Investigation
445,12-08-2022,16:12,Burglary,Highway,35.698735,-100.560985,Friday,Snowy,31.2,45,Male,71,Female,Unsolved
446,28-05-2022,19:58,Homicide,Industrial Zone,38.534094,-94.771622,Saturday,Rainy,4.7,26,Male,75,Male,Under Investigation
447,17-12-2022,17:46,Robbery,Park,35.732059,-96.998478,Saturday,Clear,17.1,35,Female,14,Female,Under Investigation
448,11-02-2022,13:14,Burglary,Suburb,34.770362,-100.162396,Friday,Foggy,28,54,Female,34,Female,Arrested
449,22-10-2023,06:40,Homicide,Downtown,36.352841,-91.547779,Sunday,Cloudy,8.1,33,Male,15,Male,Under Investigation
450,18-10-2022,13:19,Robbery,Park,39.051971,-80.959443,Tuesday,Cloudy,28.2,49,Male,54,Male,Unsolved
451,01-10-2022,10:20,Assault,Mall,36.440225,-87.534166,Saturday,Cloudy,22.9,45,Female,28,Female,Arrested
452,20-05-2022,17:30,Fraud,Downtown,39.929539,-101.568343,Friday,Rainy,20.1,16,Male,36,Male,Under Investigation
453,14-06-2022,13:43,Fraud,Mall,37.292583,-102.612434,Tuesday,Clear,8.5,23,Female,25,Male,Under Investigation
454,22-11-2022,00:36,Drug Offense,Suburb,34.121213,-114.785317,Tuesday,Snowy,-4.7,28,Male,21,Female,Under Investigation
455,08-01-2023,12:42,Assault,Industrial Zone,38.406834,-82.130796,Sunday,Foggy,17.3,50,Male,50,Female,Arrested
456,27-11-2022,14:37,Fraud,Suburb,39.8765,-83.978522,Sunday,Snowy,23.5,47,Male,45,Male,Under Investigation
457,01-12-2023,16:35,Homicide,Downtown,35.256879,-76.711071,Friday,Cloudy,-2.5,20,Male,69,Male,Under Investigation
458,13-07-2023,17:20,Theft,Highway,36.16337,-76.012549,Thursday,Clear,9,51,Male,71,Female,Arrested
459,27-11-2023,14:55,Theft,Mall,35.255036,-100.991612,Monday,Clear,8.7,40,Male,53,Female,Under Investigation
460,26-05-2023,14:03,Homicide,Residential Area,35.719737,-98.796611,Friday,Clear,15.3,26,Female,39,Female,Under Investigation
461,13-11-2023,12:55,Vandalism,Residential Area,34.528016,-101.613207,Monday,Cloudy,34.8,35,Male,15,Male,Under Investigation
462,05-07-2023,13:40,Assault,Industrial Zone,36.757586,-106.04346,Wednesday,Rainy,17.3,52,Female,34,Female,Unsolved
463,21-07-2022,12:25,Drug Offense,Highway,38.654278,-91.052403,Thursday,Cloudy,-3.5,51,Female,52,Female,Unsolved
464,01-10-2023,15:47,Burglary,Suburb,35.629597,-96.344448,Sunday,Cloudy,1,26,Male,10,Male,Under Investigation
465,05-06-2022,14:40,Burglary,Residential Area,38.539556,-90.139127,Sunday,Rainy,16.1,35,Male,10,Male,Unsolved
466,27-10-2022,12:41,Fraud,Mall,37.950237,-99.264025,Thursday,Rainy,27.7,48,Female,27,Male,Arrested
467,10-06-2023,15:18,Robbery,Suburb,37.049811,-104.173968,Saturday,Snowy,0,50,Male,52,Female,Under Investigation
468,11-09-2023,22:25,Theft,Industrial Zone,36.41531,-94.09686,Monday,Foggy,35,60,Female,59,Female,Under Investigation
469,22-01-2023,01:40,Burglary,Mall,38.890802,-82.023892,Sunday,Cloudy,21.8,42,Female,54,Male,Under Investigation
470,28-02-2023,03:46,Vandalism,Mall,38.629038,-91.08963,Tuesday,Rainy,18.3,47,Female,36,Male,Unsolved
471,11-07-2023,03:00,Assault,Park,38.26451,-102.181581,Tuesday,Snowy,13.4,56,Female,55,Male,Arrested
472,04-09-2023,19:16,Burglary,Downtown,35.23051,-84.692794,Monday,Foggy,15.1,34,Female,13,Male,Unsolved
473,02-07-2023,22:33,Burglary,Park,38.425158,-105.779201,Sunday,Clear,16.3,60,Female,16,Female,Arrested
474,21-02-2023,00:05,Robbery,Industrial Zone,39.366252,-86.306586,Tuesday,Snowy,14.2,33,Female,49,Male,Arrested
475,18-01-2023,17:05,Burglary,Park,36.341131,-111.893594,Wednesday,Clear,21.3,17,Female,79,Male,Arrested
476,14-10-2023,09:19,Homicide,Suburb,39.693353,-96.5368,Saturday,Cloudy,2.2,47,Male,65,Female,Arrested
477,23-05-2023,03:53,Vandalism,Downtown,38.186636,-97.554548,Tuesday,Clear,9.2,28,Male,15,Male,Arrested
478,12-09-2022,00:21,Assault,Suburb,36.512452,-75.955455,Monday,Foggy,12.8,41,Male,35,Female,Arrested
479,27-07-2022,23:16,Vandalism,Industrial Zone,37.477549,-95.58051,Wednesday,Snowy,23.9,22,Male,31,Female,Arrested
480,28-01-2022,11:11,Robbery,Industrial Zone,35.450745,-101.521125,Friday,Rainy,5.1,40,Female,53,Female,Unsolved
481,31-08-2022,05:37,Drug Offense,Suburb,36.820147,-104.691688,Wednesday,Clear,34,58,Female,53,Female,Unsolved
482,29-11-2023,21:42,Vandalism,Highway,35.419822,-89.349639,Wednesday,Cloudy,31.6,59,Male,14,Male,Under Investigation
483,10-10-2023,13:11,Robbery,Suburb,39.906123,-107.068464,Tuesday,Cloudy,23.1,29,Female,54,Male,Arrested
484,20-08-2022,16:23,Burglary,Park,37.958903,-75.423499,Saturday,Cloudy,33.4,49,Male,12,Male,Unsolved
485,03-12-2022,08:55,Burglary,Residential Area,35.554111,-104.938728,Saturday,Clear,16.5,28,Female,21,Female,Arrested
486,24-05-2023,00:13,Theft,Highway,35.369789,-102.189108,Wednesday,Snowy,34.7,31,Male,11,Male,Under Investigation
487,04-01-2022,16:11,Robbery,Residential Area,35.543962,-96.774495,Tuesday,Rainy,15.5,29,Female,38,Female,Under Investigation
488,21-08-2023,17:52,Fraud,Highway,36.287495,-90.849132,Monday,Foggy,20.7,44,Male,64,Female,Arrested
489,29-05-2023,18:41,Theft,Industrial Zone,37.263355,-91.498351,Monday,Foggy,21.6,43,Female,17,Female,Arrested
490,31-01-2023,13:47,Burglary,Industrial Zone,38.319575,-75.743777,Tuesday,Rainy,20.7,30,Male,64,Male,Under Investigation
491,21-09-2023,00:42,Burglary,Downtown,35.037129,-87.167406,Thursday,Clear,9.4,48,Female,27,Male,Unsolved
492,29-03-2022,12:10,Robbery,Suburb,38.621344,-116.712288,Tuesday,Rainy,-4.8,22,Female,27,Female,Unsolved
493,27-08-2023,20:57,Theft,Residential Area,38.370859,-82.77175,Sunday,Rainy,34.9,45,Male,15,Female,Under Investigation
494,01-03-2023,06:40,Assault,Highway,38.011001,-103.951353,Wednesday,Clear,12.7,43,Female,23,Female,Arrested
495,01-10-2023,19:25,Robbery,Residential Area,37.883083,-112.658931,Sunday,Clear,19.1,47,Male,35,Male,Unsolved
496,04-03-2023,05:14,Theft,Suburb,39.380898,-115.458038,Saturday,Cloudy,17.8,28,Female,15,Female,Under Investigation
497,02-09-2023,19:23,Homicide,Park,36.583522,-77.86255,Saturday,Rainy,10.8,28,Female,26,Male,Unsolved
498,26-03-2023,04:27,Robbery,Park,38.866623,-85.331665,Sunday,Foggy,-3.4,33,Female,25,Female,Arrested
499,09-12-2022,09:11,Assault,Park,34.325856,-80.866361,Friday,Snowy,4.4,33,Female,15,Male,Arrested
500,18-04-2022,08:55,Vandalism,Downtown,36.624161,-77.983694,Monday,Rainy,8.2,16,Female,17,Female,Unsolved
501,29-09-2022,20:12,Homicide,Industrial Zone,38.435055,-106.349761,Thursday,Foggy,10.8,39,Male,13,Female,Arrested
502,02-07-2022,21:10,Homicide,Mall,37.56371,-75.404706,Saturday,Foggy,20.7,56,Male,22,Male,Arrested
503,25-01-2022,17:29,Vandalism,Industrial Zone,39.756664,-87.883986,Tuesday,Rainy,25.4,22,Female,27,Male,Under Investigation
504,25-06-2022,13:20,Theft,Suburb,39.153909,-116.105177,Saturday,Snowy,16.6,57,Female,28,Female,Unsolved
505,09-07-2022,04:40,Vandalism,Highway,36.802904,-95.735213,Saturday,Cloudy,30.2,44,Male,62,Male,Unsolved
506,25-06-2023,13:04,Homicide,Industrial Zone,34.681936,-100.829822,Sunday,Rainy,23.6,52,Male,64,Female,Arrested
507,04-11-2023,15:54,Fraud,Suburb,37.377315,-110.993915,Saturday,Snowy,20.6,36,Female,49,Female,Unsolved
508,23-11-2023,02:58,Assault,Highway,36.706636,-93.777548,Thursday,Cloudy,22.5,24,Male,46,Male,Arrested
509,12-01-2023,03:18,Fraud,Mall,36.222776,-79.496852,Thursday,Snowy,11.7,39,Female,50,Male,Unsolved
510,06-03-2022,09:37,Assault,Suburb,34.469298,-107.438206,Sunday,Rainy,22.7,55,Female,40,Female,Under Investigation
511,21-01-2022,07:30,Theft,Suburb,38.104175,-81.652356,Friday,Snowy,24.1,42,Male,75,Female,Unsolved
512,11-12-2022,10:32,Burglary,Downtown,38.139363,-75.962803,Sunday,Rainy,22.9,48,Female,52,Female,Under Investigation
513,01-09-2022,13:22,Drug Offense,Highway,37.593313,-116.964431,Thursday,Clear,26.5,23,Female,54,Male,Under Investigation
514,09-11-2022,23:36,Theft,Mall,34.055205,-108.257498,Wednesday,Rainy,3.9,25,Male,73,Female,Arrested
515,09-09-2023,03:31,Burglary,Mall,37.37904,-87.507416,Saturday,Foggy,13.1,22,Male,70,Male,Arrested
516,01-10-2023,03:41,Burglary,Suburb,35.087068,-79.633223,Sunday,Foggy,24.1,47,Female,17,Female,Under Investigation
517,30-03-2022,03:22,Drug Offense,Park,38.510336,-107.61397,Wednesday,Cloudy,32.7,38,Female,32,Male,Under Investigation
518,22-10-2022,18:06,Fraud,Suburb,37.955006,-101.762134,Saturday,Foggy,9.8,41,Male,78,Male,Under Investigation
519,13-06-2022,00:01,Assault,Mall,39.882932,-91.240226,Monday,Cloudy,26.6,55,Female,27,Male,Arrested
520,07-11-2023,02:15,Drug Offense,Downtown,36.143266,-106.833565,Tuesday,Foggy,13.6,23,Male,55,Male,Arrested
521,13-09-2022,05:54,Theft,Mall,35.667824,-99.669931,Tuesday,Foggy,13.7,56,Female,67,Female,Under Investigation
522,03-12-2023,10:51,Burglary,Residential Area,34.859085,-99.173564,Sunday,Cloudy,17.3,42,Female,69,Female,Arrested
523,26-04-2022,19:41,Theft,Suburb,38.253407,-89.343369,Tuesday,Snowy,21.7,59,Male,40,Male,Unsolved
524,06-11-2022,09:57,Homicide,Park,34.029661,-94.97448,Sunday,Cloudy,22.2,39,Female,66,Female,Arrested
525,10-09-2022,22:43,Theft,Highway,37.113544,-77.202352,Saturday,Foggy,25.4,16,Male,21,Female,Under Investigation
526,07-11-2022,21:01,Homicide,Residential Area,38.503301,-112.584781,Monday,Foggy,-2.2,33,Male,33,Female,Under Investigation
527,18-02-2022,11:40,Assault,Highway,35.265633,-85.858135,Friday,Rainy,14.6,19,Male,68,Female,Under Investigation
528,23-06-2023,12:43,Vandalism,Suburb,38.987728,-85.697638,Friday,Rainy,32.5,16,Male,71,Female,Under Investigation
529,03-12-2022,05:15,Assault,Highway,35.163282,-113.919507,Saturday,Foggy,26.3,25,Male,64,Female,Arrested
530,02-08-2023,08:54,Fraud,Suburb,38.510558,-108.575432,Wednesday,Clear,30.4,23,Female,38,Female,Under Investigation
531,05-05-2022,05:03,Burglary,Industrial Zone,35.762132,-101.961789,Thursday,Snowy,33.4,46,Female,12,Male,Arrested
532,27-10-2023,13:31,Burglary,Downtown,39.893176,-105.863432,Friday,Foggy,23.5,42,Male,40,Male,Under Investigation
533,08-10-2022,05:54,Drug Offense,Highway,38.25085,-101.715443,Saturday,Clear,23.4,25,Male,45,Male,Under Investigation
534,29-07-2022,11:33,Fraud,Park,36.636072,-116.572149,Friday,Clear,26.6,46,Male,25,Male,Arrested
535,06-08-2023,03:45,Burglary,Downtown,35.050866,-95.045025,Sunday,Cloudy,18,51,Female,58,Male,Arrested
536,25-03-2022,11:25,Burglary,Suburb,37.294661,-98.488231,Friday,Snowy,21.3,50,Female,55,Female,Under Investigation
537,29-03-2023,10:32,Burglary,Mall,37.296543,-87.15361,Wednesday,Snowy,27.8,45,Male,67,Female,Unsolved
538,25-05-2023,22:36,Fraud,Industrial Zone,39.119749,-85.043204,Thursday,Clear,2.1,17,Male,70,Female,Unsolved
539,01-06-2023,14:40,Drug Offense,Downtown,38.835397,-100.528372,Thursday,Cloudy,14.4,55,Female,77,Female,Arrested
540,07-11-2023,08:00,Fraud,Mall,38.315117,-86.142906,Tuesday,Foggy,-4.2,27,Male,75,Female,Arrested
541,25-02-2022,14:11,Assault,Residential Area,36.837239,-84.386833,Friday,Cloudy,22.6,51,Male,56,Female,Arrested
542,19-08-2023,09:15,Homicide,Residential Area,37.275402,-82.173409,Saturday,Snowy,21.4,34,Female,19,Male,Arrested
543,18-02-2023,12:15,Homicide,Mall,34.48717,-81.544463,Saturday,Foggy,1.5,31,Male,57,Male,Arrested
544,15-05-2023,07:57,Robbery,Industrial Zone,38.428504,-97.081311,Monday,Snowy,20.7,29,Male,58,Female,Under Investigation
545,06-02-2022,09:10,Burglary,Suburb,39.658921,-77.905986,Sunday,Clear,15.1,17,Male,26,Female,Arrested
546,02-02-2022,07:21,Robbery,Downtown,34.534265,-102.333369,Wednesday,Rainy,28.3,55,Female,32,Female,Arrested
547,08-11-2022,12:19,Assault,Highway,39.619028,-80.24743,Tuesday,Cloudy,16.2,20,Male,25,Female,Under Investigation
548,29-08-2022,05:04,Burglary,Highway,38.777065,-79.851496,Monday,Cloudy,-3.4,30,Female,43,Male,Under Investigation
549,09-04-2023,09:15,Drug Offense,Highway,36.387049,-116.872525,Sunday,Cloudy,20,19,Male,62,Female,Under Investigation
550,31-07-2022,14:38,Fraud,Highway,36.587005,-83.336389,Sunday,Clear,27,53,Male,14,Female,Arrested
551,13-04-2023,03:20,Assault,Downtown,39.764687,-108.323855,Thursday,Foggy,8,58,Female,40,Male,Arrested
552,12-05-2023,00:10,Robbery,Park,34.387164,-104.974992,Friday,Snowy,26.1,48,Male,33,Female,Unsolved
553,20-06-2023,02:10,Vandalism,Industrial Zone,37.604739,-83.41195,Tuesday,Clear,21.6,58,Female,66,Male,Under Investigation
554,04-12-2023,08:09,Theft,Residential Area,37.610679,-98.556664,Monday,Foggy,22.3,23,Female,71,Male,Arrested
555,28-12-2022,18:32,Homicide,Residential Area,34.491025,-104.215199,Wednesday,Foggy,20.6,60,Female,41,Female,Arrested
556,04-11-2023,03:08,Fraud,Residential Area,39.444761,-81.054613,Saturday,Clear,7,17,Male,14,Male,Arrested
557,07-05-2023,13:20,Vandalism,Park,36.929311,-78.060498,Sunday,Rainy,11.4,35,Male,43,Female,Arrested
558,26-11-2022,07:21,Drug Offense,Mall,37.857667,-82.676745,Saturday,Clear,22.3,21,Male,19,Male,Arrested
559,22-12-2023,23:51,Assault,Highway,34.380448,-107.695905,Friday,Cloudy,-2.7,19,Female,68,Female,Unsolved
560,28-09-2023,23:29,Fraud,Park,34.669902,-78.463451,Thursday,Snowy,4.7,51,Female,41,Female,Arrested
561,10-02-2023,05:10,Theft,Park,34.815857,-108.159116,Friday,Clear,6.3,58,Female,10,Male,Under Investigation
562,03-12-2022,15:53,Homicide,Park,37.990188,-101.73918,Saturday,Rainy,2,41,Male,75,Female,Unsolved
563,15-06-2022,12:23,Vandalism,Highway,36.308161,-92.19152,Wednesday,Cloudy,2.6,46,Male,72,Female,Under Investigation
564,13-06-2023,10:43,Fraud,Suburb,39.517907,-84.39932,Tuesday,Foggy,9,48,Male,13,Male,Arrested
565,03-07-2022,02:35,Homicide,Residential Area,34.496466,-77.235609,Sunday,Foggy,7.9,34,Female,39,Male,Under Investigation
566,18-11-2023,05:14,Drug Offense,Suburb,37.204204,-113.920194,Saturday,Snowy,26.8,51,Male,39,Male,Arrested
567,17-01-2023,19:47,Robbery,Highway,34.143065,-93.395512,Tuesday,Snowy,16.4,52,Female,76,Male,Arrested
568,18-08-2023,21:43,Homicide,Residential Area,38.183624,-84.385529,Friday,Clear,15.5,26,Female,15,Female,Arrested
569,14-06-2023,08:29,Assault,Residential Area,35.139239,-92.321601,Wednesday,Foggy,24.2,22,Male,69,Female,Unsolved
570,17-08-2022,09:48,Drug Offense,Downtown,39.747563,-96.139212,Wednesday,Rainy,18.1,57,Female,73,Female,Under Investigation
571,01-03-2022,21:10,Theft,Park,38.321251,-86.864574,Tuesday,Cloudy,15,45,Female,36,Male,Arrested
572,12-07-2022,06:04,Vandalism,Highway,38.292641,-109.779223,Tuesday,Cloudy,-3.7,36,Female,69,Female,Arrested
573,09-09-2023,03:29,Robbery,Downtown,37.336534,-78.833102,Saturday,Clear,3.3,55,Male,53,Male,Unsolved
574,03-01-2023,13:52,Vandalism,Downtown,35.564951,-76.153212,Tuesday,Foggy,11.4,28,Female,54,Male,Under Investigation
575,08-09-2023,14:41,Robbery,Highway,39.901767,-93.275225,Friday,Clear,-2.4,41,Female,21,Female,Arrested
576,24-12-2022,04:37,Fraud,Industrial Zone,35.870557,-78.095091,Saturday,Foggy,27.2,60,Male,55,Female,Under Investigation
577,03-01-2022,20:46,Fraud,Industrial Zone,35.107472,-115.442505,Monday,Clear,34.4,50,Female,24,Female,Unsolved
578,13-02-2023,01:24,Drug Offense,Mall,38.871514,-98.480684,Monday,Snowy,18.6,58,Female,22,Male,Under Investigation
579,02-02-2022,14:36,Homicide,Mall,38.531484,-75.876565,Wednesday,Rainy,32.9,59,Male,72,Male,Under Investigation
580,03-09-2023,04:07,Burglary,Mall,37.730516,-88.929094,Sunday,Cloudy,15.1,58,Male,41,Female,Arrested
581,15-01-2022,18:08,Assault,Downtown,39.573257,-115.268269,Saturday,Clear,-0.1,57,Male,20,Female,Arrested
582,02-12-2022,17:43,Vandalism,Highway,37.519554,-88.547698,Friday,Cloudy,15.5,45,Female,46,Male,Unsolved
583,31-07-2022,17:34,Fraud,Mall,34.133981,-97.70847,Sunday,Cloudy,9.9,45,Female,46,Female,Under Investigation
584,14-07-2023,07:36,Assault,Downtown,37.402036,-86.096209,Friday,Foggy,15.1,42,Female,74,Male,Unsolved
585,12-12-2022,12:49,Theft,Mall,34.344569,-92.954177,Monday,Snowy,13.4,50,Female,73,Female,Under Investigation
586,11-07-2023,15:30,Assault,Downtown,34.711132,-98.407893,Tuesday,Cloudy,14,23,Female,41,Male,Unsolved
587,02-10-2022,12:31,Fraud,Highway,34.562069,-81.092286,Sunday,Foggy,8,45,Female,60,Male,Under Investigation
588,24-11-2022,09:07,Vandalism,Mall,35.694884,-93.0389,Thursday,Rainy,13.6,52,Male,50,Female,Arrested
589,22-11-2022,16:00,Vandalism,Highway,38.104544,-81.507359,Tuesday,Clear,6.2,55,Female,68,Female,Arrested
590,13-05-2022,10:32,Assault,Highway,37.13257,-80.911091,Friday,Foggy,23.9,29,Male,30,Male,Under Investigation
591,15-06-2022,23:12,Fraud,Residential Area,36.640005,-75.678645,Wednesday,Snowy,23.4,38,Female,67,Male,Under Investigation
592,18-06-2022,08:49,Theft,Suburb,38.415622,-83.012788,Saturday,Cloudy,34.1,29,Female,68,Male,Arrested
593,13-06-2023,10:37,Drug Offense,Industrial Zone,38.106146,-79.232155,Tuesday,Clear,18.2,52,Female,73,Male,Unsolved
594,10-05-2023,18:42,Theft,Park,36.753747,-82.468313,Wednesday,Snowy,18.8,45,Male,70,Male,Under Investigation
595,10-09-2023,06:22,Fraud,Highway,39.272296,-111.06979,Sunday,Snowy,25.3,45,Male,58,Female,Arrested
596,21-05-2022,18:23,Fraud,Downtown,35.586675,-102.528609,Saturday,Clear,0.1,34,Female,22,Female,Unsolved
597,05-10-2022,20:23,Theft,Park,39.122105,-106.386365,Wednesday,Clear,22.6,46,Female,27,Male,Arrested
598,12-05-2022,06:41,Drug Offense,Highway,35.341654,-87.022186,Thursday,Clear,5.7,17,Male,64,Female,Unsolved
599,30-08-2023,13:29,Assault,Mall,39.711829,-107.807696,Wednesday,Cloudy,23.5,19,Male,25,Male,Unsolved
600,05-12-2022,21:56,Homicide,Residential Area,39.981537,-113.309998,Monday,Foggy,11.6,18,Female,28,Male,Arrested
601,11-01-2022,22:02,Burglary,Residential Area,37.750235,-88.454306,Tuesday,Snowy,8.8,55,Female,22,Female,Under Investigation
602,13-07-2023,09:41,Fraud,Downtown,34.825789,-86.487966,Thursday,Snowy,7.8,48,Female,58,Female,Under Investigation
603,26-11-2023,22:15,Homicide,Residential Area,39.316126,-84.605496,Sunday,Clear,-1.4,43,Female,39,Female,Under Investigation
604,22-02-2022,01:39,Assault,Downtown,35.981716,-99.823534,Tuesday,Rainy,6.8,56,Female,22,Female,Unsolved
605,18-04-2023,22:29,Vandalism,Mall,37.165316,-106.523186,Tuesday,Snowy,-1,46,Female,40,Female,Arrested
606,18-06-2023,19:22,Fraud,Downtown,36.238939,-99.235916,Sunday,Rainy,9.3,29,Male,44,Male,Unsolved
607,06-04-2023,15:22,Homicide,Park,39.299387,-101.150063,Thursday,Clear,11.6,59,Male,15,Male,Unsolved
608,08-06-2023,08:40,Drug Offense,Industrial Zone,35.667056,-92.958474,Thursday,Snowy,18.5,48,Male,48,Female,Unsolved
609,18-07-2022,14:37,Theft,Suburb,37.994062,-87.765844,Monday,Clear,4.4,29,Male,20,Male,Arrested
610,01-08-2022,16:23,Vandalism,Downtown,35.225977,-97.560314,Monday,Cloudy,0,51,Male,14,Female,Unsolved
611,28-04-2022,01:39,Burglary,Mall,34.330129,-106.133473,Thursday,Clear,20.8,16,Female,23,Male,Under Investigation
612,06-04-2023,06:42,Homicide,Park,36.659825,-98.377931,Thursday,Snowy,25.1,26,Female,65,Female,Arrested
613,16-02-2023,06:14,Homicide,Mall,39.263988,-90.553344,Thursday,Snowy,-1.6,44,Female,79,Female,Arrested
614,15-11-2023,16:31,Fraud,Suburb,39.661902,-102.308981,Wednesday,Snowy,24.8,34,Female,42,Male,Arrested
615,15-06-2022,09:18,Theft,Mall,39.069961,-90.402399,Wednesday,Snowy,1,40,Female,46,Female,Unsolved
616,06-07-2022,04:33,Theft,Industrial Zone,36.764423,-99.185962,Wednesday,Rainy,-2.7,33,Male,67,Female,Unsolved
617,03-09-2023,18:21,Robbery,Residential Area,37.720561,-90.60754,Sunday,Snowy,9.5,54,Female,18,Male,Arrested
618,26-09-2023,14:25,Theft,Suburb,37.029087,-81.554167,Tuesday,Snowy,3.4,57,Female,73,Female,Unsolved
619,17-05-2022,11:13,Robbery,Mall,35.344322,-76.298641,Tuesday,Snowy,-4.4,25,Male,54,Female,Under Investigation
620,27-06-2022,02:14,Drug Offense,Mall,38.517585,-84.819562,Monday,Cloudy,34.7,20,Male,32,Female,Arrested
621,26-10-2023,02:11,Drug Offense,Industrial Zone,37.794667,-97.730193,Thursday,Foggy,21.3,33,Male,46,Female,Arrested
622,23-02-2022,17:01,Homicide,Mall,37.896117,-79.840573,Wednesday,Cloudy,8.7,29,Male,10,Female,Arrested
623,14-07-2022,23:02,Theft,Mall,37.375391,-78.971429,Thursday,Cloudy,21.6,42,Female,30,Male,Unsolved
624,27-09-2022,13:45,Robbery,Park,37.168327,-82.403004,Tuesday,Clear,27.2,51,Female,14,Male,Under Investigation
625,13-07-2023,16:20,Assault,Suburb,34.42394,-109.523303,Thursday,Rainy,30.1,48,Female,22,Male,Arrested
626,09-09-2022,10:50,Assault,Mall,37.634681,-93.960422,Friday,Cloudy,26.2,52,Male,74,Female,Arrested
627,10-04-2022,10:59,Fraud,Suburb,36.86216,-98.561114,Sunday,Foggy,20.7,37,Male,16,Female,Under Investigation
628,27-07-2023,13:38,Vandalism,Suburb,39.960349,-89.916885,Thursday,Rainy,4.4,33,Male,16,Male,Arrested
629,24-04-2023,09:02,Theft,Residential Area,34.320892,-104.88702,Monday,Rainy,8.2,39,Male,66,Female,Unsolved
630,28-05-2023,09:28,Vandalism,Suburb,37.958071,-110.819804,Sunday,Foggy,-3.1,54,Female,45,Male,Under Investigation
631,11-11-2022,14:52,Assault,Suburb,39.880001,-116.611505,Friday,Snowy,17.9,32,Male,57,Male,Unsolved
632,08-03-2022,11:54,Burglary,Mall,34.541276,-85.325815,Tuesday,Foggy,33.9,37,Male,14,Male,Under Investigation
633,26-05-2022,19:55,Theft,Highway,38.349111,-102.766014,Thursday,Rainy,33.4,42,Female,59,Female,Unsolved
634,05-03-2023,06:30,Vandalism,Industrial Zone,35.104162,-95.222268,Sunday,Cloudy,15.8,31,Female,14,Female,Unsolved
635,06-10-2022,17:15,Drug Offense,Mall,39.021556,-100.328843,Thursday,Rainy,1.3,50,Male,26,Male,Under Investigation
636,21-10-2023,23:27,Theft,Industrial Zone,39.890779,-106.501192,Saturday,Foggy,0.4,38,Male,28,Male,Unsolved
637,01-07-2022,05:11,Burglary,Industrial Zone,34.593203,-83.332419,Friday,Snowy,9.6,45,Female,63,Female,Unsolved
638,25-08-2022,16:18,Fraud,Industrial Zone,37.365106,-103.000693,Thursday,Rainy,20.3,38,Male,60,Male,Arrested
639,23-11-2023,19:13,Burglary,Downtown,39.539248,-84.839499,Thursday,Snowy,31.1,40,Female,40,Female,Unsolved
640,16-07-2023,21:13,Burglary,Industrial Zone,34.41649,-110.99718,Sunday,Foggy,2,32,Male,54,Female,Arrested
641,06-09-2023,14:02,Fraud,Park,37.481851,-105.315228,Wednesday,Cloudy,8,38,Female,79,Female,Arrested
642,18-04-2022,23:36,Fraud,Highway,39.826544,-117.329363,Monday,Clear,15.9,52,Male,24,Female,Unsolved
643,11-02-2023,10:41,Homicide,Suburb,37.795916,-75.444176,Saturday,Rainy,16.1,25,Female,69,Male,Arrested
644,28-07-2022,14:02,Fraud,Industrial Zone,35.468566,-113.83732,Thursday,Cloudy,29.3,16,Male,75,Male,Under Investigation
645,19-07-2023,21:41,Vandalism,Downtown,34.409109,-114.357146,Wednesday,Foggy,30.4,23,Female,42,Male,Unsolved
646,11-03-2023,01:46,Homicide,Mall,37.375901,-98.222081,Saturday,Rainy,32.8,52,Male,31,Female,Under Investigation
647,08-09-2022,03:36,Drug Offense,Suburb,38.545861,-82.558171,Thursday,Clear,9,49,Male,10,Female,Unsolved
648,21-09-2022,07:09,Vandalism,Residential Area,39.696444,-83.641902,Wednesday,Clear,15.5,44,Male,25,Male,Arrested
649,13-09-2022,07:53,Homicide,Suburb,39.910688,-117.74331,Tuesday,Clear,14.8,34,Female,64,Female,Unsolved
650,22-01-2023,11:10,Fraud,Industrial Zone,37.579203,-99.441919,Sunday,Rainy,23.3,24,Female,37,Male,Under Investigation
